jnr	region	name	munnr	year	age	cr	pcl	fecund	ovul	twincr	twinpcl	ca	totcalb	totclut	antov	cweight	day	month	daynr
41040637	4104	Oppland	516	2000	1	0	0		0			0	0	0	2	127	7	10	281
41040639	4104	Oppland	516	2000	1	0	0		0			0	0	0	2	132	28	10	302
41040642	4104	Oppland	516	2000	1	0	0		0			0	0	0	2	111	28	9	272
41040645	4104	Oppland	516	2000	2	0	0	0	0			0	0	0	2	177	15	10	289
41040646	4104	Oppland	516	2000	7	0	0	0	0			0	0	0	2	194	30	9	274
41040649	4104	Oppland	516	2000	8	0	2	1	1		1	5	5	2	2	206	22	10	296
41040652	4104	Oppland	516	2000	2	0	0	0	0			0	0	0	2	157	27	9	271
41040655	4104	Oppland	516	2000	11	2	1	1	1	1	0	2	4	1	2	169	20	10	294
41040656	4104	Oppland	516	2000	6	1	1	1	1	0	0	1	2	1	2	176	19	10	293
41040658	4104	Oppland	516	2000	3	0	0	0	0			0	0	0	2		13	10	287
41040659	4104	Oppland	516	2000	7	0	2	1	1		1	2	2	2	2	170	29	10	303
41040660	4104	Oppland	516	2000	8	1	2	1	1	0	1	2	3	2	2	181	23	10	297
41040662	4104	Oppland	516	2000	4	0	2	1	1		1	1	1	2	2	209	20	10	294
41040663	4104	Oppland	516	2000	8	2	1	1	1	1	0	4	6	1	2	183	31	10	305
41040666	4104	Oppland	516	2000	2	0	1	0	1		0	0	0	1	2	173	28	10	302
41040667	4104	Oppland	516	2000	8	1	1	1	1	0	0	2	3	1	2	137	7	10	281
41040668	4104	Oppland	516	2000	2	0	0	0	0			0	0	0	2	153	7	10	281
41040670	4104	Oppland	516	2000	9	2	0	1	0	1		5	7	0	2	206	27	10	301
41040671	4104	Oppland	516	2000	7	1	0	1	0	0		1	2	0	2	212	26	9	270
41040672	4104	Oppland	516	2000	2	0	1	0	1		0	0	0	1	2	152	27	10	301
41040630	4104	Oppland	519	2000	1	0	0		0			0	0	0	2	128	28	10	302
41040631	4104	Oppland	519	2000	1	0	0		0			0	0	0	2	110	1	9	245
41040751	4104	Oppland	519	2000	1	0	0		0			0	0	0	2	97	29	9	273
41040752	4104	Oppland	519	2000	1	0	0		0			0	0	0	2	155	30	9	274
41040754	4104	Oppland	519	2000	1	0	0		0			0	0	0	2	158	26	9	270
41040755	4104	Oppland	519	2000	1	0	0		0			0	0	0	2	106	15	10	289
41040756	4104	Oppland	519	2000	1	0	0		0			0	0	0	2	137	26	9	270
41040758	4104	Oppland	519	2000	8	2	0	1	0	1		2	4	0	2	210	28	9	272
41040760	4104	Oppland	519	2000	2	0	0	0	0			0	0	0	2	177	29	9	273
41040761	4104	Oppland	519	2000	2	0	1	0	1		0	0	0	1	2	184	1	10	275
41040002	4104	Oppland	522	2000	2	0	0	0	0			0	0	0	2	170	3	10	277
41040003	4104	Oppland	522	2000	2	0	1	0	1		0	0	0	1	2	127	21	10	295
41040012	4104	Oppland	522	2000	9	1	0	1	0	0		1	2	0	2	194	29	9	273
41040018	4104	Oppland	522	2000	3	1	1	1	1	0	0	0	1	1	2	143	25	10	299
41040024	4104	Oppland	522	2000	8	2	1	1	1	1	0	0	2	1	2	191	1	10	275
41040025	4104	Oppland	522	2000	2	0	2	0	1		1	0	0	2	2	174	28	10	302
41040029	4104	Oppland	522	2000	9	2	0	1	0	1		2	4	0	2	182	4	10	278
41040035	4104	Oppland	522	2000	6	1	0	1	0	0		0	1	0	2	143	29	9	273
41040041	4104	Oppland	522	2000	5	0	0	0	0			0	0	0	2	182	14	10	288
41040047	4104	Oppland	522	2000	1	0	1		1		0	0	0	1	2	171	30	9	274
41040051	4104	Oppland	522	2000	4	1	2	1	1	0	1	1	2	2	2	131	15	10	289
41040053	4104	Oppland	522	2000	1	0	0		0			0	0	0	2	133	6	10	280
41040054	4104	Oppland	522	2000	1	0	0		0			0	0	0	2	111	18	10	292
41040060	4104	Oppland	522	2000	2	0	1	0	1		0	0	0	1	2	141	12	10	286
41040062	4104	Oppland	522	2000	1	0	0		0			0	0	0	2	97	8	10	282
41040066	4104	Oppland	522	2000	1	0	0		0			0	0	0	2	138	1	10	275
41040071	4104	Oppland	522	2000	1	0	0		0			0	0	0	2	129	27	10	301
41040097	4104	Oppland	522	2000	2	0	1	0	1		0	0	0	1	2	156	14	10	288
41040106	4104	Oppland	522	2000	4	1	1	1	1	0	0	0	1	1	2	151	13	10	287
41040119	4104	Oppland	522	2000	4	1	1	1	1	0	0	1	2	1	2	149	30	9	274
41040120	4104	Oppland	522	2000	1	0	0		0			0	0	0	2	143	29	9	273
41040141	4104	Oppland	522	2000	2	0	1	0	1		0	0	0	1	2	120	21	10	295
41040149	4104	Oppland	522	2000	1	0	0		0			0	0	0	2	133	8	10	282
41040155	4104	Oppland	522	2000	2	0	1	0	1		0	0	0	1	2	190	28	10	302
41040156	4104	Oppland	522	2000	2	0	1	0	1		0	0	0	1	2	162	30	9	274
41040157	4104	Oppland	522	2000	2	1	1	1	1	0	0	0	1	1	2	135	12	10	286
41040166	4104	Oppland	522	2000	3	1	1	1	1	0	0	0	1	1	2	175	28	10	302
41040167	4104	Oppland	522	2000	1	0	0		0			0	0	0	2	136	9	10	283
41040177	4104	Oppland	522	2000	10	2	2	1	1	1	1	1	3	2	2	200	22	10	296
41040183	4104	Oppland	522	2000	2	0	0	0	0			0	0	0	2	200	8	10	282
41040192	4104	Oppland	522	2000	1	0	0		0			0	0	0	2	110	8	10	282
41040193	4104	Oppland	522	2000	1	0	0		0			0	0	0	2	128	21	10	295
41040200	4104	Oppland	522	2000	2	0	0	0	0			0	0	0	2	220	27	9	271
41040210	4104	Oppland	522	2000	3	2	1	1	1	1	0	1	3	1	2	187	12	10	286
41040211	4104	Oppland	522	2000	3	0	0	0	0			0	0	0	2	144	26	9	270
41040213	4104	Oppland	522	2000	1	0	2		1		1	0	0	2	2	130	24	10	298
41040227	4104	Oppland	522	2000	17	1	1	1	1	0	0	0	1	1	2	138	8	10	282
41040228	4104	Oppland	522	2000	4	1	0	1	0	0		1	2	0	2	210	25	9	269
41040236	4104	Oppland	522	2000	2	0	1	0	1		0	0	0	1	2	175	29	9	273
41040237	4104	Oppland	522	2000	4	1	1	1	1	0	0	2	3	1	2	153	20	10	294
41040246	4104	Oppland	522	2000	8	2	2	1	1	1	1	1	3	2	2	156	14	10	288
41040252	4104	Oppland	522	2000	1	0	0		0			0	0	0	2	136	27	9	271
41040257	4104	Oppland	522	2000	2	0	1	0	1		0	0	0	1	2	149	22	10	296
41040510	4104	Oppland	538	2000	1	0	0		0			0	0	0	2	107	29	9	273
41040511	4104	Oppland	538	2000	1	0	0		0			0	0	0	2	142	1	10	275
41040512	4104	Oppland	538	2000	1	0	1		1		0	0	0	1	2	120	20	10	294
41040513	4104	Oppland	538	2000	1	0	0		0			0	0	0	2	135	26	9	270
41040514	4104	Oppland	538	2000	1	0	0		0			0	0	0	2	141	28	10	302
41040515	4104	Oppland	538	2000	1	0	0		0			0	0	0	2	125	22	10	296
41040519	4104	Oppland	538	2000	1	0	0		0			0	0	0	2	122	29	9	273
41040520	4104	Oppland	538	2000	1	0	0		0			0	0	0	2	149	25	9	269
41040523	4104	Oppland	538	2000	3	1	1	1	1	0	0	0	1	1	2	148	15	10	289
41040524	4104	Oppland	538	2000	11	1	1	1	1	0	0	7	8	1	2	200	8	10	282
41040526	4104	Oppland	538	2000	4	1	1	1	1	0	0	0	1	1	2		21	10	295
41040527	4104	Oppland	538	2000	2	0	1	0	1		0	0	0	1	2	180	25	9	269
41040529	4104	Oppland	538	2000	2	0	1	0	1		0	0	0	1	2	180	15	10	289
41040531	4104	Oppland	538	2000	4	1	0	1	0	0		2	3	0	2		26	9	270
41040533	4104	Oppland	538	2000	3	1	0	1	0	0		0	1	0	2		27	9	271
41040534	4104	Oppland	538	2000	2	0	0	0	0			0	0	0	2	195	27	9	271
41040535	4104	Oppland	538	2000	4	2	1	1	1	1	0	0	2	1	2	195	30	10	304
41040536	4104	Oppland	538	2000	5	1	1	1	1	0	0	0	1	1	2		7	10	281
41040537	4104	Oppland	538	2000	12	1	2	1	1	0	1	3	4	2	2	173	14	10	288
41040539	4104	Oppland	538	2000	1	0	0		0			0	0	0	2		6	10	280
41040268	4104	Oppland	0	2001	16	0	1	0	1		0	0	0	1	2	180	20	10	293
41040733	4104	Oppland	501	2001	12	2	1	1	1	1	0	2	4	1	2		20	10	293
41040736	4104	Oppland	501	2001	4	1	1	1	1	0	0	0	1	1	2	201	5	10	278
41040738	4104	Oppland	501	2001	7	2	2	1	1	1	1	2	4	2	2	218	14	10	287
41040739	4104	Oppland	501	2001	3	2	2	1	1	1	1	2	4	2	2	180	21	10	294
41040740	4104	Oppland	501	2001	3	2	0	1	0	1		1	3	0	2	176	28	9	271
41040742	4104	Oppland	501	2001	9	1	1	1	1	0	0	1	2	1	2		31	10	304
41040618	4104	Oppland	516	2001	1	0	0		0			0	0	0	2	97	30	10	303
41040622	4104	Oppland	516	2001	1	0	0		0			0	0	0	2	132	3	10	276
41040624	4104	Oppland	516	2001	1	0	1		1		0	0	0	1	2	163	28	9	271
41040625	4104	Oppland	516	2001	1	0	0		0			0	0	0	2	122	4	10	277
41040627	4104	Oppland	516	2001	1	0	0		0			0	0	0	2	126	2	10	275
41040629	4104	Oppland	516	2001	1	0	0		0			0	0	0	2	110	27	9	270
41040631	4104	Oppland	516	2001	1	0	0		0			0	0	0	2	131	28	9	271
41040634	4104	Oppland	516	2001	12	1	1	1	1	0	0	5	6	1	2	189	14	10	287
41040635	4104	Oppland	516	2001	8	2	1	1	1	1	0	2	4	1	2	174	28	10	301
41040636	4104	Oppland	516	2001	2	0	0	0	0			0	0	0	2	162	28	9	271
41040638	4104	Oppland	516	2001	3	0	0	0	0			0	0	0	2	137	19	10	292
41040639	4104	Oppland	516	2001	4	1	1	1	1	0	0	0	1	1	2	166	28	9	271
41040640	4104	Oppland	516	2001	6	2	0	1	0	1		0	2	0	2	150	28	9	271
41040642	4104	Oppland	516	2001	2	0	0	0	0			0	0	0	2	170	25	9	268
41040643	4104	Oppland	516	2001	2	1	1	1	1	0	0	0	1	1	2	182	30	9	273
41040644	4104	Oppland	516	2001	2	0	0	0	0			0	0	0	2	164	30	9	273
41040645	4104	Oppland	516	2001	5	2	1	1	1	1	0	0	2	1	2	170	28	10	301
41040646	4104	Oppland	516	2001	4	2	2	1	1	1	1	0	2	2	2	194	28	10	301
41040648	4104	Oppland	516	2001	9	1	2	1	1	0	1	0	1	2	2	176	26	10	299
41040649	4104	Oppland	516	2001	7	1	2	1	1	0	1	1	2	2	2	208	6	10	279
41040650	4104	Oppland	516	2001	12	1	0	1	0	0		4	5	0	2	130	27	9	270
41040651	4104	Oppland	516	2001	16	2	1	1	1	1	0	5	7	1	2	200	6	10	279
41040654	4104	Oppland	516	2001	11	2	0	1	0	1		2	4	0	2	214	28	9	271
41040655	4104	Oppland	516	2001	3	1	0	1	0	0		0	1	0	2	184	26	9	269
41040656	4104	Oppland	516	2001	4	1	1	1	1	0	0	0	1	1	2	133	13	10	286
41040657	4104	Oppland	516	2001	2	1	0	1	0	0		0	1	0	2	150	28	10	301
41040659	4104	Oppland	516	2001	2	0	0	0	0			0	0	0	2	168	29	9	272
41040660	4104	Oppland	516	2001	7	2	0	1	0	1		3	5	0	2	187	30	9	273
41040662	4104	Oppland	516	2001	3	0	0	0	0			0	0	0	2	162	26	9	269
41040663	4104	Oppland	516	2001	1	0	1		1		0	0	0	1	2	146	3	10	276
41040664	4104	Oppland	516	2001	4	0	0	0	0			0	0	0	2	194	20	10	293
41040003	4104	Oppland	522	2001	9	2	1	1	1	1	0	0	2	1	2	164	14	10	287
41040018	4104	Oppland	522	2001	3	1	1	1	1	0	0	0	1	1	2	185	14	10	287
41040023	4104	Oppland	522	2001	13	0	2	1	1		1	2	2	2	2	226	21	10	294
41040028	4104	Oppland	522	2001	6	2	0	1	0	1		2	4	0	2	208	28	9	271
41040035	4104	Oppland	522	2001	3	2	0	1	0	1		0	2	0	2	194	2	10	275
41040042	4104	Oppland	522	2001	1	0	0		0			0	0	0	2	124	4	10	277
41040051	4104	Oppland	522	2001	3	1	0	1	0	0		1	2	0	2	225	29	9	272
41040055	4104	Oppland	522	2001	2	0	1	0	1		0	0	0	1	2	128	18	10	291
41040057	4104	Oppland	522	2001	1	0	0		0			0	0	0	2	148	25	9	268
41040063	4104	Oppland	522	2001	4	1	1	1	1	0	0	1	2	1	2	176	20	10	293
41040066	4104	Oppland	522	2001	2	0	1	0	1		0	0	0	1	2	151	27	10	300
41040073	4104	Oppland	522	2001	2	0	1	0	1		0	0	0	1	2	157	19	10	292
41040075	4104	Oppland	522	2001	1	0	0		0			0	0	0	2	102	29	9	272
41040078	4104	Oppland	522	2001	1	0	0		0			0	0	0	2	88	6	10	279
41040082	4104	Oppland	522	2001	7	1	1	1	1	0	0	1	2	1	2	172	13	10	286
41040083	4104	Oppland	522	2001	2	0	0	0	0			0	0	0	2	154	15	10	288
41040087	4104	Oppland	522	2001	6	1	0	1	0	0		0	1	0	2	181	28	9	271
41040089	4104	Oppland	522	2001	1	0	0		0			0	0	0	2	119	29	9	272
41040099	4104	Oppland	522	2001	4	0	0	0	0			0	0	0	2	159	11	10	284
41040101	4104	Oppland	522	2001	2	2	1	1	1	1	0	0	2	1	2	176	28	9	271
41040102	4104	Oppland	522	2001	6	0	0	0	0			0	0	0	2	163	29	9	272
41040106	4104	Oppland	522	2001	4	1	1	1	1	0	0	1	2	1	2	192	28	10	301
41040111	4104	Oppland	522	2001	2	0	1	0	1		0	0	0	1	2	151	20	10	293
41040117	4104	Oppland	522	2001	1	0	0		0			0	0	0	2	91	12	10	285
41040125	4104	Oppland	522	2001	1	0	0		0			0	0	0	2	132	12	10	285
41040126	4104	Oppland	522	2001	1	0	0		0			0	0	0	2	108	29	9	272
41040137	4104	Oppland	522	2001	2	0	1	0	1		0	0	0	1	2	156	30	9	273
41040151	4104	Oppland	522	2001	6	2	0	1	0	1		3	5	0	2	137	21	10	294
41040152	4104	Oppland	522	2001	15	1	0	1	0	0		2	3	0	2	149	2	10	275
41040153	4104	Oppland	522	2001	2	0	0	0	0			0	0	0	2	164	27	9	270
41040157	4104	Oppland	522	2001	2	0	1	0	1		0	0	0	1	2	171	21	10	294
41040170	4104	Oppland	522	2001	2	0	0	0	0			0	0	0	2	182	28	9	271
41040185	4104	Oppland	522	2001	2	0	1	0	1		0	0	0	1	2	168	27	10	300
41040192	4104	Oppland	522	2001	2	0	0	0	0			0	0	0	2	170	28	9	271
41040193	4104	Oppland	522	2001	16	2	1	1	1	1	0	1	3	1	2		15	10	288
41040194	4104	Oppland	522	2001	8	1	1	1	1	0	0	1	2	1	2	176	4	10	277
41040202	4104	Oppland	522	2001	1	0	0		0			0	0	0	2	138	6	10	279
41040217	4104	Oppland	522	2001	5	1	1	1	1	0	0	0	1	1	2	190	12	10	285
41040223	4104	Oppland	522	2001	2	2	2	1	1	1	1	0	2	2	2	181	5	10	278
41040236	4104	Oppland	522	2001	7	2	0	1	0	1		2	4	0	2	163	27	9	270
41040237	4104	Oppland	522	2001	12	2	0	1	0	1		3	5	0	2	170	25	9	268
41040247	4104	Oppland	522	2001	1	0	0		0			0	0	0	2	116	20	10	293
41040263	4104	Oppland	522	2001	1	0	1		1		0	0	0	1	2	114	13	10	286
41040546	4104	Oppland	538	2001	1	0	0		0			0	0	0	2	131	6	10	279
41040547	4104	Oppland	538	2001	1	0	0		0			0	0	0	2	92	4	10	277
41040551	4104	Oppland	538	2001	1	0	0		0			0	0	0	2	143	28	9	271
41040552	4104	Oppland	538	2001	1	0	0		0			0	0	0	2	140	5	10	278
41040558	4104	Oppland	538	2001	1	0	0		0			0	0	0	2	148	28	9	271
41040560	4104	Oppland	538	2001	1	0	0		0			0	0	0	2	113	27	9	270
41040565	4104	Oppland	538	2001	5	2	0	1	0	1		1	3	0	2	190	28	9	271
41040569	4104	Oppland	538	2001	3	1	0	1	0	0		0	1	0	2	182	30	9	273
41040570	4104	Oppland	538	2001	10	1	1	1	1	0	0	2	3	1	2		30	9	273
41040571	4104	Oppland	538	2001	6	2	2	1	1	1	1	2	4	2	2		26	10	299
41040572	4104	Oppland	538	2001	4	1	1	1	1	0	0	0	1	1	2	165	30	10	303
41040575	4104	Oppland	538	2001	3	2	1	1	1	1	0	1	3	1	2	196	21	10	294
41040576	4104	Oppland	538	2001	5	0	0	1	0			0	0	0	2	187	30	9	273
41040577	4104	Oppland	538	2001	3	1	0	1	0	0		0	1	0	2		26	9	269
41040578	4104	Oppland	538	2001	2	0	0	0	0			0	0	0	2	190	29	9	272
41040580	4104	Oppland	538	2001	12	1	2	1	1	0	1	3	4	2	2		20	10	293
41040581	4104	Oppland	538	2001	2	0	0	0	0			0	0	0	2	208	30	9	273
41040584	4104	Oppland	538	2001	6	2	1	1	1	1	0	1	3	1	2		31	10	304
41040585	4104	Oppland	538	2001	3	0	1	0	1		0	0	0	1	2	180	13	10	286
41040708	4104	Oppland	501	2002	1	0	0		0			0	0	0	2	0	30	9	273
41040711	4104	Oppland	501	2002	5	0	1	1	1		0	0	0	1	2	0	6	10	279
41040714	4104	Oppland	501	2002	3	1	1	1	1	0	0	0	1	1	2	0	27	10	300
41040718	4104	Oppland	501	2002	2	2	1	1	1	1	0	0	2	1	2	168	6	10	279
41040599	4104	Oppland	516	2002	1	0	0		0			0	0	0	2	126	28	9	271
41040602	4104	Oppland	516	2002	1	0	0		0			0	0	0	2	123	10	10	283
41040603	4104	Oppland	516	2002	1	0	0		0			0	0	0	2	112	26	9	269
41040604	4104	Oppland	516	2002	1	0	0		0			0	0	0	2	140	29	10	302
41040608	4104	Oppland	516	2002	1	0	0		0			0	0	0	2	126	11	10	284
41040609	4104	Oppland	516	2002	1	0	0		0			0	0	0	2	126	29	9	272
41040610	4104	Oppland	516	2002	6	1	2	1	1	0	1	0	1	3	2	156	24	10	297
41040613	4104	Oppland	516	2002	5	2	0	1	0	1		3	5	0	2	152	27	9	270
41040614	4104	Oppland	516	2002	16	1	1	1	1	0	0	1	2	1	2	149	10	10	283
41040616	4104	Oppland	516	2002	2	0	1	0	1		0	0	0	1	2	145	31	10	304
41040617	4104	Oppland	516	2002	5	1	1	1	1	0	0	0	1	1	2	141	26	10	299
41040624	4104	Oppland	516	2002	3	1	0	1	0	0		0	1	0	2	169	5	10	278
41040625	4104	Oppland	516	2002	4	1	1	1	1	0	0	0	1	1	2	198	30	10	303
41040628	4104	Oppland	516	2002	3	1	0	1	0	0		0	1	0	2	197	25	9	268
41040629	4104	Oppland	516	2002	3	1	1	1	1	0	0	0	1	1	2	147	20	10	293
41040631	4104	Oppland	516	2002	3	0	0	0	0			0	0	0	2	196	26	9	269
41040633	4104	Oppland	516	2002	4	1	1	1	1	0	0	0	1	1	2	162	6	10	279
41040635	4104	Oppland	516	2002	6	1	1	1	1	0	0	0	1	1	2	142	26	10	299
41040637	4104	Oppland	516	2002	18	0	1	0	1		0	0	0	1	2	158	15	10	288
41040638	4104	Oppland	516	2002	8	2	1	1	1	1	0	2	4	1	2	185	20	10	293
41040639	4104	Oppland	516	2002	2	0	1	0	1		0	0	0	1	2	136	30	9	273
41040642	4104	Oppland	516	2002	3	2	1	1	1	1	0	0	2	1	2	167	28	10	301
41040003	4104	Oppland	522	2002	5	1	1	1	1	0	0	0	1	1	2	180	12	10	285
41040013	4104	Oppland	522	2002	9	1	1	1	1	0	0	0	1	1	2	184	12	10	285
41040020	4104	Oppland	522	2002	4	1	2	1	1	0	1	0	1	2	2	166	16	10	289
41040025	4104	Oppland	522	2002	7	2	1	1	1	1	0	2	4	1	2	168	12	10	285
41040026	4104	Oppland	522	2002	1	0	0		0			0	0	0	2	123	2	10	275
41040030	4104	Oppland	522	2002	2	0	0	0	0			0	0	0	2	169	26	10	299
41040031	4104	Oppland	522	2002	1	0	0		0			0	0	0	2	120	27	9	270
41040038	4104	Oppland	522	2002	4	1	1	1	1	0	0	1	2	1	2	196	28	9	271
41040045	4104	Oppland	522	2002	1	0	0		0			0	0	0	2	94	13	10	286
41040048	4104	Oppland	522	2002	10	2	0	1	0	1		4	6	0	2	152	5	10	278
41040050	4104	Oppland	522	2002	1	0	0		0			0	0	0	2	122	26	10	299
41040054	4104	Oppland	522	2002	11	1	1	1	1	0	0	0	1	1	2	182	13	10	286
41040064	4104	Oppland	522	2002	3	0	0	0	0			0	0	0	2	207	28	9	271
41040068	4104	Oppland	522	2002	9	0	0	0	0			0	0	0	2	180	11	10	284
41040069	4104	Oppland	522	2002	3	1	1	1	1	0	0	0	1	1	2	143	16	10	289
41040098	4104	Oppland	522	2002	5	2	0	1	0	1		0	2	0	2	190	3	10	276
41040100	4104	Oppland	522	2002	12	1	0	1	0	0		0	1	0	2	165	29	9	272
41040121	4104	Oppland	522	2002	12	2	1	1	1	1	0	0	2	1	2	149	26	10	299
41040128	4104	Oppland	522	2002	8	0	1	1	1		0	1	1	1	2	208	25	10	298
41040130	4104	Oppland	522	2002	1	0	0		0			0	0	0	2	135	12	10	285
41040131	4104	Oppland	522	2002	1	0	0		0			0	0	0	2	99	5	10	278
41040150	4104	Oppland	522	2002	2	0	2	0	1		1	0	0	2	2	167	30	9	273
41040152	4104	Oppland	522	2002	1	0	0		0			0	0	0	2	115	27	9	270
41040158	4104	Oppland	522	2002	2	0	0	0	0			0	0	0	2	162	13	10	286
41040171	4104	Oppland	522	2002	3	1	0	1	0	0		0	1	0	2	182	30	9	273
41040172	4104	Oppland	522	2002	3	1	2	1	1	0	1	0	1	2	2	149	5	10	278
41040177	4104	Oppland	522	2002	12	1	1	1	1	0	0	2	3	1	2	146	13	10	286
41040191	4104	Oppland	522	2002	6	1	0	1	0	0		1	2	0	2	183	25	9	268
41040212	4104	Oppland	522	2002	2	0	0	0	0			0	0	0	2	177	25	9	268
41040213	4104	Oppland	522	2002	11	2	0	1	0	1		5	7	0	2	163	30	9	273
41040214	4104	Oppland	522	2002	1	0	0		0			0	0	0	2	118	27	9	270
41040215	4104	Oppland	522	2002	1	0	1		1		0	0	0	1	2	155	13	10	286
41040216	4104	Oppland	522	2002	1	0	0		0			0	0	0	2	120	25	9	268
41040217	4104	Oppland	522	2002	1	0	2		1		1	0	0	2	2	172	12	10	285
41040224	4104	Oppland	522	2002	2	0	1	0	1		0	0	0	1	2	164	1	10	274
41040225	4104	Oppland	522	2002	7	1	1	1	1	0	0	3	4	1	2	200	17	10	290
41040234	4104	Oppland	522	2002	5	2	1	1	1	1	0	1	3	1	2	160	1	10	274
41040238	4104	Oppland	522	2002	1	0	0		0			0	0	0	2	100	5	10	278
41040243	4104	Oppland	522	2002	2	0	1	0	1		0	0	0	1	2	171	3	10	276
41040244	4104	Oppland	522	2002	1	0	0		0			0	0	0	2	123	1	10	274
41040251	4104	Oppland	522	2002	6	1	0	1	0	0		1	2	0	2	170	28	9	271
41040557	4104	Oppland	538	2002	1	0	0		0			0	0	0	2	135	28	9	271
41040558	4104	Oppland	538	2002	1	0	0		0			0	0	0	2	112	27	9	270
41040561	4104	Oppland	538	2002	1	0	0		0			0	0	0	2	120	26	9	269
41040563	4104	Oppland	538	2002	13	2	0	1	0	1		5	7	0	2	195	28	9	271
41040564	4104	Oppland	538	2002	5	2	0	1	0	1		1	3	0	2	170	25	9	268
41040566	4104	Oppland	538	2002	10	2	2	1	1	1	1	3	5	2	2	166	26	10	299
41040568	4104	Oppland	538	2002	5	1	2	1	1	0	1	0	1	2	2	0	26	10	299
41040569	4104	Oppland	538	2002	7	2	1	1	1	1	0	5	7	1	2	200	13	10	286
41040571	4104	Oppland	538	2002	4	1	2	1	1	0	1	0	1	2	2	197	13	10	286
41040574	4104	Oppland	538	2002	2	0	1	0	1		0	0	0	1	2	158	6	10	279
41040575	4104	Oppland	538	2002	8	2	1	1	1	1	0	2	4	1	2	177	19	10	292
41040576	4104	Oppland	538	2002	7	2	1	1	1	1	0	2	4	1	2	0	30	9	273
41040577	4104	Oppland	538	2002	3	0	2	0	1		1	0	0	2	2	196	13	10	286
41040635	4104	Oppland	516	2003	1	0	0		0			0	0	0	2	112	23	10	296
41040638	4104	Oppland	516	2003	1	0	0		0			0	0	0	2	93	31	10	304
41040640	4104	Oppland	516	2003	1	0	0		0			0	0	0	2	144	17	10	290
41040642	4104	Oppland	516	2003	1	0	1		1		0	0	0	1	2	104	3	10	276
41040646	4104	Oppland	516	2003	1	0	0		0			0	0	0	2	116	11	10	284
41040649	4104	Oppland	516	2003	5	0	0	0	0			0	0	0	2	130	4	10	277
41040650	4104	Oppland	516	2003	2	0	0	0	0			0	0	0	2	142	4	10	277
41040653	4104	Oppland	516	2003	6	1	1	1	1	0	0	0	1	1	2	135	12	10	285
41040654	4104	Oppland	516	2003	3	1	0	1	0	0		0	1	0	2	168	1	10	274
41040655	4104	Oppland	516	2003	2	0	1	0	1		0	0	0	1	2	146	8	9	251
41040659	4104	Oppland	516	2003	2	0	1	0	1		0	0	0	1	2	156	17	10	290
41040663	4104	Oppland	516	2003	10	2	0	1	0	1		4	6	0	2	178	3	10	276
41040665	4104	Oppland	516	2003	7	0	0	0	0			0	0	0	2	167	24	10	297
41040673	4104	Oppland	516	2003	8	2	0	1	0	1		2	4	0	2	144	25	9	268
41040691	4104	Oppland	519	2003	1	0	0		0			0	0	0	2	118	22	10	295
41040701	4104	Oppland	519	2003	2	0	0	0	0			0	0	0	2	164	30	9	273
41040702	4104	Oppland	519	2003	4	2	0	1	0	1		0	2	0	2	154	29	9	272
41040704	4104	Oppland	519	2003	17	0	1	1	1		0	3	3	1	2	215	27	10	300
41040706	4104	Oppland	519	2003	18	2	1	1	1	1	0	2	4	1	2	185	19	10	292
41040179	4104	Oppland	522	2003	1	0	0		0			0	0	0	2	136	26	9	269
41040181	4104	Oppland	522	2003	1	0	0		0			0	0	0	2	135	2	10	275
41040182	4104	Oppland	522	2003	1	0	1		1		0	0	0	1	2	120	25	10	298
41040184	4104	Oppland	522	2003	1	0	0		0			0	0	0	2	120	30	9	273
41040185	4104	Oppland	522	2003	1	0	0		0			0	0	0	2	120	25	9	268
41040186	4104	Oppland	522	2003	1	0	0		0			0	0	0	2	129	1	10	274
41040187	4104	Oppland	522	2003	1	0	0		0			0	0	0	2	140	12	10	285
41040189	4104	Oppland	522	2003	1	0	0		0			0	0	0	2	88	19	10	292
41040191	4104	Oppland	522	2003	1	0	0		0			0	0	0	2	100	26	9	269
41040192	4104	Oppland	522	2003	1	0	0		0			0	0	0	2	109	5	10	278
41040193	4104	Oppland	522	2003	1	0	0		0			0	0	0	2	116	8	10	281
41040194	4104	Oppland	522	2003	1	0	0		0			0	0	0	2	109	29	9	272
41040195	4104	Oppland	522	2003	1	0	0		0			0	0	0	2	116	4	10	277
41040196	4104	Oppland	522	2003	1	0	0		0			0	0	0	2	115	28	10	301
41040201	4104	Oppland	522	2003	5	2	0	1	0	1		0	2	0	2	160	25	9	268
41040203	4104	Oppland	522	2003	7	2	0	1	0	1		2	4	0	2	146	23	10	296
41040204	4104	Oppland	522	2003	16	2	0	1	0	1		1	3	0	2	201	27	9	270
41040205	4104	Oppland	522	2003	2	0	0	0	0			0	0	0	2	170	2	10	275
41040207	4104	Oppland	522	2003	2	1	1	1	1	0	0	0	1	1	2	139	17	10	290
41040209	4104	Oppland	522	2003	12	1	0	1	0	0		3	4	0	2	208	29	9	272
41040210	4104	Oppland	522	2003	15	0	0	1	0			2	2	0	2	166	5	10	278
41040211	4104	Oppland	522	2003	5	2	1	1	1	1	0	0	2	1	2	149	18	10	291
41040212	4104	Oppland	522	2003	6	2	0	1	0	1		1	3	0	2	148	27	9	270
41040213	4104	Oppland	522	2003	11	2	0	1	0	1		1	3	0	2	140	28	9	271
